system:index,Date,ElevationBin,MeanBackscatter,.geo
1_1_1_1_1_2_1_13,2021-01-14,1333-1383,-3.4586719842142117,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_1_14,2021-01-14,1383-1433,-1.0231719663972685,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_2_0,2021-01-26,683-733,-15.991657982751706,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_2_1,2021-01-26,733-783,-18.385680366593313,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_2_2,2021-01-26,783-833,-18.197651525382863,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_2_3,2021-01-26,833-883,-16.060014789829488,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_2_4,2021-01-26,883-933,-14.758182493136832,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_2_5,2021-01-26,933-983,-14.684996624751612,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_2_6,2021-01-26,983-1033,-12.323495879833938,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_2_7,2021-01-26,1033-1083,-11.103471572822295,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_2_8,2021-01-26,1083-1133,-10.724836965891022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_2_9,2021-01-26,1133-1183,-8.983294102145212,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_2_10,2021-01-26,1183-1233,-6.153828743325272,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_2_11,2021-01-26,1233-1283,-5.800581598033426,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_2_12,2021-01-26,1283-1333,-4.677286500237927,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_2_13,2021-01-26,1333-1383,-2.673473625290176,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_2_14,2021-01-26,1383-1433,0.05414995830750529,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_3_0,2021-02-07,683-733,-16.248474012525833,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_3_1,2021-02-07,733-783,-18.301832799623504,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_3_2,2021-02-07,783-833,-18.22158765558239,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_3_3,2021-02-07,833-883,-15.248083384574354,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_3_4,2021-02-07,883-933,-13.835155080865233,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_3_5,2021-02-07,933-983,-13.636766036257912,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_3_6,2021-02-07,983-1033,-11.678753618606647,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_3_7,2021-02-07,1033-1083,-9.842305369695648,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_3_8,2021-02-07,1083-1133,-9.380284888861437,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_3_9,2021-02-07,1133-1183,-7.435721607515097,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_3_10,2021-02-07,1183-1233,-4.993736296642,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_3_11,2021-02-07,1233-1283,-4.416210998254247,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_3_12,2021-02-07,1283-1333,-4.35327867918872,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_3_13,2021-02-07,1333-1383,-2.508036310354502,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_3_14,2021-02-07,1383-1433,-0.7839292878529269,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_4_0,2021-02-19,683-733,-17.401428628716932,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_4_1,2021-02-19,733-783,-18.25872930396807,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_4_2,2021-02-19,783-833,-18.9175636372604,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_4_3,2021-02-19,833-883,-15.564183886318942,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_4_4,2021-02-19,883-933,-14.257774299623895,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_4_5,2021-02-19,933-983,-13.346145410339675,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_4_6,2021-02-19,983-1033,-10.613989593633159,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_4_7,2021-02-19,1033-1083,-9.788521479298659,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_4_8,2021-02-19,1083-1133,-9.087166489727627,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_4_9,2021-02-19,1133-1183,-6.5147518310584696,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_4_10,2021-02-19,1183-1233,-5.31710430185031,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_4_11,2021-02-19,1233-1283,-4.368004094126342,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_4_12,2021-02-19,1283-1333,-4.390856548676553,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_4_13,2021-02-19,1333-1383,-2.6083921651536492,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_4_14,2021-02-19,1383-1433,-1.1551666338288853,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_5_0,2021-03-03,683-733,-24.84127073671555,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_5_1,2021-03-03,733-783,-25.78901248487022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_5_2,2021-03-03,783-833,-25.20296724200772,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_5_3,2021-03-03,833-883,-23.84982558342151,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_5_4,2021-03-03,883-933,-22.361578148896704,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_5_5,2021-03-03,933-983,-21.645364264387727,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_5_6,2021-03-03,983-1033,-17.34181027300068,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_5_7,2021-03-03,1033-1083,-16.921376604209406,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_5_8,2021-03-03,1083-1133,-17.883484378616807,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_5_9,2021-03-03,1133-1183,-13.043869551238933,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_5_10,2021-03-03,1183-1233,-7.038411988420384,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_5_11,2021-03-03,1233-1283,-6.2734462066331504,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_5_12,2021-03-03,1283-1333,-5.055026627271859,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_5_13,2021-03-03,1333-1383,-2.754219611724715,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_5_14,2021-03-03,1383-1433,-0.2842340324238152,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_6_0,2021-03-15,683-733,-24.303841265162195,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_6_1,2021-03-15,733-783,-26.330198088739287,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_6_2,2021-03-15,783-833,-26.124926090464687,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_6_3,2021-03-15,833-883,-24.462394697775597,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_6_4,2021-03-15,883-933,-23.11585418370491,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_6_5,2021-03-15,933-983,-20.2809568014595,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_6_6,2021-03-15,983-1033,-16.514326299156963,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_6_7,2021-03-15,1033-1083,-15.92778663369628,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_6_8,2021-03-15,1083-1133,-14.981382863763583,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_6_9,2021-03-15,1133-1183,-11.276751623387307,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_6_10,2021-03-15,1183-1233,-6.205917485118893,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_6_11,2021-03-15,1233-1283,-7.129612523557231,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_6_12,2021-03-15,1283-1333,-4.980926461531866,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_6_13,2021-03-15,1333-1383,-2.94159672468458,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_6_14,2021-03-15,1383-1433,0.3191516072907058,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_7_0,2021-03-27,683-733,-20.676971215411864,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_7_1,2021-03-27,733-783,-19.88374889166066,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_7_2,2021-03-27,783-833,-20.471564787788814,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_7_3,2021-03-27,833-883,-18.602977425578736,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_7_4,2021-03-27,883-933,-17.576320536662863,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_7_5,2021-03-27,933-983,-16.587233236025458,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_7_6,2021-03-27,983-1033,-12.749412973260622,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_7_7,2021-03-27,1033-1083,-10.53906568272536,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_7_8,2021-03-27,1083-1133,-10.943901055462044,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_7_9,2021-03-27,1133-1183,-8.845865418394512,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_7_10,2021-03-27,1183-1233,-6.749244297657443,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_7_11,2021-03-27,1233-1283,-7.955445432969861,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_7_12,2021-03-27,1283-1333,-8.021963560251962,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_7_13,2021-03-27,1333-1383,-6.3367510746630265,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_7_14,2021-03-27,1383-1433,-2.409822240658418,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_8_0,2021-04-08,683-733,-17.776138205165044,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_8_1,2021-04-08,733-783,-17.963244215789206,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_8_2,2021-04-08,783-833,-18.2821771103995,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_8_3,2021-04-08,833-883,-15.26383241043736,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_8_4,2021-04-08,883-933,-13.326398980607495,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_8_5,2021-04-08,933-983,-12.6638754449462,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_8_6,2021-04-08,983-1033,-10.287560825732667,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_8_7,2021-04-08,1033-1083,-7.04803944981763,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_8_8,2021-04-08,1083-1133,-8.004051320420066,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_8_9,2021-04-08,1133-1183,-5.145736400723107,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_8_10,2021-04-08,1183-1233,-3.916044421179175,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_8_11,2021-04-08,1233-1283,-4.067983825860694,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_8_12,2021-04-08,1283-1333,-4.639712605309856,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_8_13,2021-04-08,1333-1383,-2.9152892614555634,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_8_14,2021-04-08,1383-1433,1.2259989464380412,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_9_0,2021-04-20,683-733,-22.73376681870789,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_9_1,2021-04-20,733-783,-23.9676299202333,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_9_2,2021-04-20,783-833,-23.44134917545967,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_9_3,2021-04-20,833-883,-19.364877939453127,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_9_4,2021-04-20,883-933,-18.68231979477874,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_9_5,2021-04-20,933-983,-18.628471205710525,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_9_6,2021-04-20,983-1033,-14.657562467889875,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_9_7,2021-04-20,1033-1083,-14.393815642168924,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_9_8,2021-04-20,1083-1133,-14.836552035528536,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_9_9,2021-04-20,1133-1183,-12.80619674978103,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_9_10,2021-04-20,1183-1233,-11.009724605047973,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_9_11,2021-04-20,1233-1283,-9.776361711512205,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_9_12,2021-04-20,1283-1333,-9.356779900273455,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_9_13,2021-04-20,1333-1383,-7.00746561490947,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_9_14,2021-04-20,1383-1433,-1.2381711417945231,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_10_0,2021-05-02,683-733,-22.990986588694753,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_10_1,2021-05-02,733-783,-27.62167020919031,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_10_2,2021-05-02,783-833,-26.205975761433038,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_10_3,2021-05-02,833-883,-25.810129367405516,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_10_4,2021-05-02,883-933,-24.980103122698203,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_10_5,2021-05-02,933-983,-24.324779436483396,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_10_6,2021-05-02,983-1033,-22.665414246423804,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_10_7,2021-05-02,1033-1083,-20.702814401536074,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_10_8,2021-05-02,1083-1133,-20.998780269457757,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_10_9,2021-05-02,1133-1183,-21.1508293993662,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_10_10,2021-05-02,1183-1233,-19.16112763067503,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_10_11,2021-05-02,1233-1283,-18.851899856105376,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_10_12,2021-05-02,1283-1333,-15.141722801034113,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_10_13,2021-05-02,1333-1383,-8.43014531794,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_10_14,2021-05-02,1383-1433,-6.406273900143359,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_11_0,2021-05-14,683-733,-24.257137459913647,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_11_1,2021-05-14,733-783,-24.88961619394171,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_11_2,2021-05-14,783-833,-25.306147319091988,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_11_3,2021-05-14,833-883,-23.83153137250272,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_11_4,2021-05-14,883-933,-21.682166648442184,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_11_5,2021-05-14,933-983,-18.298416522769337,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_11_6,2021-05-14,983-1033,-14.549553083420491,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_11_7,2021-05-14,1033-1083,-14.035230449818352,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_11_8,2021-05-14,1083-1133,-12.446768935350923,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_11_9,2021-05-14,1133-1183,-11.676246626172038,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_11_10,2021-05-14,1183-1233,-9.411677969371013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_11_11,2021-05-14,1233-1283,-6.615206414468773,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_11_12,2021-05-14,1283-1333,-6.237485565884912,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_11_13,2021-05-14,1333-1383,-3.9700882602500154,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_11_14,2021-05-14,1383-1433,-0.24700310793579913,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_12_0,2021-05-26,683-733,-24.736497576561717,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_12_1,2021-05-26,733-783,-25.364423748740915,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_12_2,2021-05-26,783-833,-24.46693735620701,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_12_3,2021-05-26,833-883,-26.094988807954618,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_12_4,2021-05-26,883-933,-25.53312355889036,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_12_5,2021-05-26,933-983,-24.897167764672876,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_12_6,2021-05-26,983-1033,-24.491747156135855,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_12_7,2021-05-26,1033-1083,-23.552780776991526,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_12_8,2021-05-26,1083-1133,-24.621950287802616,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_12_9,2021-05-26,1133-1183,-23.074487428617307,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_12_10,2021-05-26,1183-1233,-20.20401997041638,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_12_11,2021-05-26,1233-1283,-16.066419929360695,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_12_12,2021-05-26,1283-1333,-13.78207209636332,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_12_13,2021-05-26,1333-1383,-7.774427351019864,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_12_14,2021-05-26,1383-1433,-5.090862587998098,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_13_0,2021-06-07,683-733,-24.43560846065199,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_13_1,2021-06-07,733-783,-24.376810062837396,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_13_2,2021-06-07,783-833,-24.52471982138885,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_13_3,2021-06-07,833-883,-25.887605075093607,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_13_4,2021-06-07,883-933,-25.830808123448666,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_13_5,2021-06-07,933-983,-24.948775282139962,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_13_6,2021-06-07,983-1033,-24.790281842825998,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_13_7,2021-06-07,1033-1083,-24.489536296105697,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_13_8,2021-06-07,1083-1133,-25.6408774377897,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_13_9,2021-06-07,1133-1183,-26.12102358990063,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_13_10,2021-06-07,1183-1233,-25.867584571620423,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_13_11,2021-06-07,1233-1283,-26.639511217380797,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_13_12,2021-06-07,1283-1333,-26.02450561107412,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_13_13,2021-06-07,1333-1383,-25.123359253445624,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_13_14,2021-06-07,1383-1433,-23.555483298584207,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_14_0,2021-06-19,683-733,-25.200010887078715,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_14_1,2021-06-19,733-783,-22.854710694510832,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_14_2,2021-06-19,783-833,-23.27578670672474,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_14_3,2021-06-19,833-883,-25.298490121029513,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_14_4,2021-06-19,883-933,-25.42391647116367,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_14_5,2021-06-19,933-983,-24.697771081644152,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_14_6,2021-06-19,983-1033,-24.41951818450811,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_14_7,2021-06-19,1033-1083,-23.435371800017563,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_14_8,2021-06-19,1083-1133,-24.446019292538512,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_14_9,2021-06-19,1133-1183,-24.11708121095986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_14_10,2021-06-19,1183-1233,-23.361771088547435,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_14_11,2021-06-19,1233-1283,-24.051744239678623,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_14_12,2021-06-19,1283-1333,-23.741460939757896,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_14_13,2021-06-19,1333-1383,-17.621687192184243,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_14_14,2021-06-19,1383-1433,-12.23984829732707,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_15_0,2021-07-01,683-733,-21.589397625042135,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_15_1,2021-07-01,733-783,-20.16396872509405,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_15_2,2021-07-01,783-833,-21.99822426152481,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_15_3,2021-07-01,833-883,-23.11796685007297,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_15_4,2021-07-01,883-933,-24.26856125590877,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_15_5,2021-07-01,933-983,-23.095160883842137,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_15_6,2021-07-01,983-1033,-23.299767465264836,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_15_7,2021-07-01,1033-1083,-22.11102888892014,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_15_8,2021-07-01,1083-1133,-23.77857680023796,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_15_9,2021-07-01,1133-1183,-24.297361069409423,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_15_10,2021-07-01,1183-1233,-23.124621991715866,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_15_11,2021-07-01,1233-1283,-23.791803483771158,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_15_12,2021-07-01,1283-1333,-25.12736999757734,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_15_13,2021-07-01,1333-1383,-23.97806300912325,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_15_14,2021-07-01,1383-1433,-19.454481431713315,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_16_0,2021-07-13,683-733,-16.085835370057097,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_16_1,2021-07-13,733-783,-18.79720574910709,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_16_2,2021-07-13,783-833,-18.469056430593923,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_16_3,2021-07-13,833-883,-19.093940121181344,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_16_4,2021-07-13,883-933,-20.64039193540395,"{""type"":""MultiPoint"",""coordinates"":[]}"
