system:index,Date,ElevationBin,MeanBackscatter,.geo
1_1_1_1_1_2_4_7,2021-02-19,983-1033,-13.426052613864066,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_4_8,2021-02-19,1033-1083,-12.119000408818492,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_4_9,2021-02-19,1083-1133,-10.411092611802136,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_4_10,2021-02-19,1133-1183,-9.147155097169918,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_4_11,2021-02-19,1183-1233,-7.667082401834664,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_4_12,2021-02-19,1233-1283,-6.305774814407808,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_4_13,2021-02-19,1283-1333,-5.03424945867014,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_4_14,2021-02-19,1333-1383,-4.323308977927314,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_4_15,2021-02-19,1383-1433,-3.9656328828489626,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_5_0,2021-03-03,633-683,-25.91763968289328,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_5_1,2021-03-03,683-733,-25.71350730988051,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_5_2,2021-03-03,733-783,-25.44659170726163,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_5_3,2021-03-03,783-833,-24.848148315056704,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_5_4,2021-03-03,833-883,-24.582378365025846,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_5_5,2021-03-03,883-933,-24.463541919977395,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_5_6,2021-03-03,933-983,-23.492371704041748,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_5_7,2021-03-03,983-1033,-21.764955720747107,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_5_8,2021-03-03,1033-1083,-19.48537227329747,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_5_9,2021-03-03,1083-1133,-16.93773670208406,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_5_10,2021-03-03,1133-1183,-13.342796567401072,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_5_11,2021-03-03,1183-1233,-9.818928429684064,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_5_12,2021-03-03,1233-1283,-7.091393304978774,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_5_13,2021-03-03,1283-1333,-6.065138199657429,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_5_14,2021-03-03,1333-1383,-4.689898864419368,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_5_15,2021-03-03,1383-1433,-4.037513660419442,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_6_0,2021-03-15,633-683,-25.930287205444817,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_6_1,2021-03-15,683-733,-25.51652650086555,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_6_2,2021-03-15,733-783,-25.66688082172804,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_6_3,2021-03-15,783-833,-25.19998143766616,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_6_4,2021-03-15,833-883,-24.36952505074404,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_6_5,2021-03-15,883-933,-22.9015474995896,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_6_6,2021-03-15,933-983,-21.138181489932276,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_6_7,2021-03-15,983-1033,-18.259596523571386,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_6_8,2021-03-15,1033-1083,-15.483153465579285,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_6_9,2021-03-15,1083-1133,-12.706079352733497,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_6_10,2021-03-15,1133-1183,-10.247335800845095,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_6_11,2021-03-15,1183-1233,-7.949701992284569,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_6_12,2021-03-15,1233-1283,-6.688158211997685,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_6_13,2021-03-15,1283-1333,-5.482529434926211,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_6_14,2021-03-15,1333-1383,-4.332436263954129,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_6_15,2021-03-15,1383-1433,-3.343766463762588,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_7_0,2021-03-27,633-683,-21.316417797886135,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_7_1,2021-03-27,683-733,-22.02289871913556,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_7_2,2021-03-27,733-783,-22.2995637296789,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_7_3,2021-03-27,783-833,-22.05182573436059,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_7_4,2021-03-27,833-883,-21.527575056617756,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_7_5,2021-03-27,883-933,-21.064915693700183,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_7_6,2021-03-27,933-983,-20.39391788277835,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_7_7,2021-03-27,983-1033,-19.129117860808723,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_7_8,2021-03-27,1033-1083,-17.4952422656918,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_7_9,2021-03-27,1083-1133,-16.09163194770248,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_7_10,2021-03-27,1133-1183,-14.418818071412549,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_7_11,2021-03-27,1183-1233,-13.275218082842647,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_7_12,2021-03-27,1233-1283,-12.15648199261327,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_7_13,2021-03-27,1283-1333,-9.63323624140661,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_7_14,2021-03-27,1333-1383,-7.748287156266209,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_7_15,2021-03-27,1383-1433,-5.02914576858715,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_8_0,2021-04-08,633-683,-18.761931593647343,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_8_1,2021-04-08,683-733,-19.2093669794997,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_8_2,2021-04-08,733-783,-20.012070125747655,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_8_3,2021-04-08,783-833,-19.713579125082703,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_8_4,2021-04-08,833-883,-18.83650464047507,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_8_5,2021-04-08,883-933,-17.854155781521207,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_8_6,2021-04-08,933-983,-16.254619487806714,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_8_7,2021-04-08,983-1033,-14.709837152127694,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_8_8,2021-04-08,1033-1083,-12.663455653839025,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_8_9,2021-04-08,1083-1133,-11.201176280106992,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_8_10,2021-04-08,1133-1183,-9.937473947598319,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_8_11,2021-04-08,1183-1233,-8.474957403356129,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_8_12,2021-04-08,1233-1283,-7.695443747771719,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_8_13,2021-04-08,1283-1333,-5.993495449251297,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_8_14,2021-04-08,1333-1383,-4.420370245671513,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_8_15,2021-04-08,1383-1433,-2.2882928889404166,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_9_0,2021-04-20,633-683,-22.74818646671422,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_9_1,2021-04-20,683-733,-23.558851860079006,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_9_2,2021-04-20,733-783,-23.930102407312265,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_9_3,2021-04-20,783-833,-23.495730907951536,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_9_4,2021-04-20,833-883,-23.58866557817518,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_9_5,2021-04-20,883-933,-22.108768733697485,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_9_6,2021-04-20,933-983,-21.56104131440839,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_9_7,2021-04-20,983-1033,-20.31995480791202,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_9_8,2021-04-20,1033-1083,-19.097873348686683,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_9_9,2021-04-20,1083-1133,-17.975613378420608,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_9_10,2021-04-20,1133-1183,-16.81134046153098,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_9_11,2021-04-20,1183-1233,-15.002207166987088,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_9_12,2021-04-20,1233-1283,-12.76153107109808,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_9_13,2021-04-20,1283-1333,-10.701573226142493,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_9_14,2021-04-20,1333-1383,-8.394480127717015,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_9_15,2021-04-20,1383-1433,-3.723088671622269,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_10_0,2021-05-02,633-683,-23.777835788936294,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_10_1,2021-05-02,683-733,-24.232067652235628,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_10_2,2021-05-02,733-783,-24.891182912743982,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_10_3,2021-05-02,783-833,-24.916531570660542,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_10_4,2021-05-02,833-883,-25.340924152632045,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_10_5,2021-05-02,883-933,-24.986609405349025,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_10_6,2021-05-02,933-983,-24.93956266397536,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_10_7,2021-05-02,983-1033,-24.2468803644792,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_10_8,2021-05-02,1033-1083,-23.251589586558183,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_10_9,2021-05-02,1083-1133,-22.337083221121627,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_10_10,2021-05-02,1133-1183,-21.010439225651552,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_10_11,2021-05-02,1183-1233,-17.910529094351617,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_10_12,2021-05-02,1233-1283,-14.202765117323496,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_10_13,2021-05-02,1283-1333,-11.63996017946742,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_10_14,2021-05-02,1333-1383,-7.960561189357052,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_10_15,2021-05-02,1383-1433,-5.914837552132983,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_11_0,2021-05-14,633-683,-24.59694004246896,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_11_1,2021-05-14,683-733,-24.949608832813844,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_11_2,2021-05-14,733-783,-23.956859138719604,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_11_3,2021-05-14,783-833,-22.359583739891804,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_11_4,2021-05-14,833-883,-21.768933155017866,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_11_5,2021-05-14,883-933,-20.548223453035817,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_11_6,2021-05-14,933-983,-19.85428274245692,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_11_7,2021-05-14,983-1033,-18.530853195802077,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_11_8,2021-05-14,1033-1083,-17.457748665801795,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_11_9,2021-05-14,1083-1133,-15.609372038181045,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_11_10,2021-05-14,1133-1183,-13.636243018491411,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_11_11,2021-05-14,1183-1233,-11.148679233003765,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_11_12,2021-05-14,1233-1283,-9.195832383446495,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_11_13,2021-05-14,1283-1333,-7.281073197598589,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_11_14,2021-05-14,1333-1383,-5.592187116700979,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_11_15,2021-05-14,1383-1433,-3.456393667636356,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_12_0,2021-05-26,633-683,-25.09432263547692,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_12_1,2021-05-26,683-733,-25.57118326184689,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_12_2,2021-05-26,733-783,-25.913571396689104,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_12_3,2021-05-26,783-833,-25.99430089738044,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_12_4,2021-05-26,833-883,-25.89354932750964,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_12_5,2021-05-26,883-933,-25.86077020525637,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_12_6,2021-05-26,933-983,-25.61173139776288,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_12_7,2021-05-26,983-1033,-25.454940816626376,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_12_8,2021-05-26,1033-1083,-25.16687971505226,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_12_9,2021-05-26,1083-1133,-24.917404131093498,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_12_10,2021-05-26,1133-1183,-23.390282020003117,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_12_11,2021-05-26,1183-1233,-20.37724718604685,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_12_12,2021-05-26,1233-1283,-15.749013315260523,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_12_13,2021-05-26,1283-1333,-12.972623156896105,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_12_14,2021-05-26,1333-1383,-9.023517812821996,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_12_15,2021-05-26,1383-1433,-7.821165758034242,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_13_0,2021-06-07,633-683,-23.520642899289417,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_13_1,2021-06-07,683-733,-24.997808972150285,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_13_2,2021-06-07,733-783,-25.912598734904122,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_13_3,2021-06-07,783-833,-26.33342932221918,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_13_4,2021-06-07,833-883,-26.1856781836306,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_13_5,2021-06-07,883-933,-26.39597573708731,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_13_6,2021-06-07,933-983,-26.20327416064595,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_13_7,2021-06-07,983-1033,-26.25621566736901,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_13_8,2021-06-07,1033-1083,-26.13571278536863,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_13_9,2021-06-07,1083-1133,-26.118982257330014,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_13_10,2021-06-07,1133-1183,-26.344210669920173,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_13_11,2021-06-07,1183-1233,-26.339981938086105,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_13_12,2021-06-07,1233-1283,-26.33798130979545,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_13_13,2021-06-07,1283-1333,-26.16290725461389,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_13_14,2021-06-07,1333-1383,-25.818108830632703,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_13_15,2021-06-07,1383-1433,-24.876486940647936,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_14_0,2021-06-19,633-683,-23.378236327365837,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_14_1,2021-06-19,683-733,-24.90161206554358,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_14_2,2021-06-19,733-783,-25.899164030580224,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_14_3,2021-06-19,783-833,-26.042888837115683,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_14_4,2021-06-19,833-883,-26.17370281261157,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_14_5,2021-06-19,883-933,-26.077777755979277,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_14_6,2021-06-19,933-983,-26.045813351146137,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_14_7,2021-06-19,983-1033,-25.835199096798533,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_14_8,2021-06-19,1033-1083,-25.453149261537416,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_14_9,2021-06-19,1083-1133,-24.810315508689467,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_14_10,2021-06-19,1133-1183,-23.697304614410623,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_14_11,2021-06-19,1183-1233,-22.501987858660026,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_14_12,2021-06-19,1233-1283,-21.348163775640042,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_14_13,2021-06-19,1283-1333,-19.901832152625662,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_14_14,2021-06-19,1333-1383,-17.41388746124045,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_14_15,2021-06-19,1383-1433,-12.388793402713294,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_15_0,2021-07-01,633-683,-20.1095885827032,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_15_1,2021-07-01,683-733,-22.401910228073994,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_15_2,2021-07-01,733-783,-24.202077365794782,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_15_3,2021-07-01,783-833,-25.089559985928858,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_15_4,2021-07-01,833-883,-25.60894261584469,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_15_5,2021-07-01,883-933,-25.65323397517781,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_15_6,2021-07-01,933-983,-25.707428018598893,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_15_7,2021-07-01,983-1033,-25.54952877864661,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_15_8,2021-07-01,1033-1083,-25.352054786474696,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_15_9,2021-07-01,1083-1133,-25.574010607161043,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_15_10,2021-07-01,1133-1183,-25.337303096009023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_15_11,2021-07-01,1183-1233,-24.960543345895243,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_15_12,2021-07-01,1233-1283,-24.705553572562142,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_15_13,2021-07-01,1283-1333,-24.719270488001253,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_15_14,2021-07-01,1333-1383,-24.660305898056645,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_15_15,2021-07-01,1383-1433,-22.60100773039264,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_16_0,2021-07-13,633-683,-16.771062913477284,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_16_1,2021-07-13,683-733,-19.109314004990946,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_16_2,2021-07-13,733-783,-20.991335724759676,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_16_3,2021-07-13,783-833,-22.913744310683253,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_16_4,2021-07-13,833-883,-24.111024061990502,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_16_5,2021-07-13,883-933,-24.758877612483268,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_16_6,2021-07-13,933-983,-24.76741818159982,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_16_7,2021-07-13,983-1033,-24.694128748864152,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_16_8,2021-07-13,1033-1083,-24.643989841959332,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_16_9,2021-07-13,1083-1133,-24.752543865070475,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_16_10,2021-07-13,1133-1183,-24.743763656133382,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_16_11,2021-07-13,1183-1233,-24.711381781485716,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_16_12,2021-07-13,1233-1283,-24.39170395550521,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_16_13,2021-07-13,1283-1333,-24.140336186496434,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_16_14,2021-07-13,1333-1383,-23.082831686782782,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_16_15,2021-07-13,1383-1433,-20.90889511162054,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_17_0,2021-07-25,633-683,-16.029089707090797,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_17_1,2021-07-25,683-733,-17.61701885511531,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_17_2,2021-07-25,733-783,-18.993849491617024,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_17_3,2021-07-25,783-833,-21.28678957888506,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_17_4,2021-07-25,833-883,-22.84427926675239,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_17_5,2021-07-25,883-933,-23.801120871185546,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_17_6,2021-07-25,933-983,-23.950080744761593,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_17_7,2021-07-25,983-1033,-24.342012736935004,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_17_8,2021-07-25,1033-1083,-24.24794685755655,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_17_9,2021-07-25,1083-1133,-24.949234711152393,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_17_10,2021-07-25,1133-1183,-24.83180359594784,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_17_11,2021-07-25,1183-1233,-24.66186032051223,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_17_12,2021-07-25,1233-1283,-24.1173753013905,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_17_13,2021-07-25,1283-1333,-23.684291130410013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_17_14,2021-07-25,1333-1383,-22.858921746458996,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_2_17_15,2021-07-25,1383-1433,-21.37501966980277,"{""type"":""MultiPoint"",""coordinates"":[]}"
